Sr.no|title|content|author|image url|news url|label
11|Fact Check: Picture of BJP workers forming human flag is not from Yogi’s rally in Kerala|A picture of a large gathering of people forming the BJP symbol lotus is being circulated on social media linking it to the BJP’s “Vijay Yatra” in Kasaragod district of poll-bound Kerala.|Arjun Deodia India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202102/cover_pic__2__1200x768.jpeg?z7UCgOJyRpVcdxwuExCCrHDghFBhMJIb&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-picture-of-bjp-workers-forming-human-flag-is-not-from-yogi-rally-in-kerala-1771598-2021-02-21|0
12|Fact Check: These are not RSS workers dragged through the streets of Kerala by Popular Front|A short clip of a group of Muslims marching two men in RSS uniforms is circulating on social media with the claim that Popular Front of India (PFI) activists in Kerala’s Muslim-majority Malappuram district chained and paraded Sangh workers publicly through the streets.|Dheeshma Puzhakkal India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202102/thumbnail_Cover_Pic_0_1200x768.jpeg?bXZ.GUm86yUs8WogisohyjRpxMDf8mml&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-these-are-not-rss-workers-dragged-through-the-streets-of-kerala-by-popular-front-1771333-2021-02-20|0
13|Fact Check: Rescue operation in Uttarakhand shared as Indian Army destroying Chinese bunkers|A one-minute video is viral on social media with the claim that it shows the Indian Army removing the Chinese bunkers from the banks of Pangong Tso Lake. India Today Anti Fake News War Room (AFWA) has found that the claim along with the video is misleading.|Dheeshma Puzhakkal India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202102/Cover_0_1200x768.jpeg?6L6jKuYssGmYCWzzkDV7ni6mn9ekkm0z&size=770:433|https://www.indiatoday.in//fact-check/story/rescue-indian-army-destroying-chinese-bunkers-1771127-2021-02-19|1
14|Fact Check: No, this green flag in a Congress rally is not a Pakistani flag |An image that shows the Pakistani national flag being waved during a Congress rally is being shared widely by social media users.|Chayan Kundu India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202102/congress_cover_1200x768.png?Zyz5RT0mNY_cF8vOtAZ8D2URZXPiDnkE&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-no-this-green-flag-in-a-congress-rally-is-not-a-pakistani-flag-1770748-2021-02-19|1
15|Fact Check: Web series shoot passed off as terrorists nabbed in Mumbai|India Today's AFWA probes a video which reportedly shows police arresting a group of terrorists from the Pydhonie area of South Mumbai.|Dheeshma Puzhakkal India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202102/Cover_Pic_0_1200x768.jpeg?gHsvUViaEkAv7kvwoS9s52m7pDf2CxvO&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-web-series-shoot-passed-off-as-terrorists-nabbed-in-mumbai-1770693-2021-02-18|1
16|Fact Check: This is not Nirmala Sitharaman with Jayalalithaa in vintage pic|A black-and-white image of J Jayalalithaa along with another woman has gone viral with the claim that this is a rare picture of the former Tamil Nadu chief minister and Union finance minister Nirmala Sitharaman.|Chayan Kundu India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202102/cover_pic__1__0_1200x768.png?oS9uD_WVx3IX6nfWW.loDQgbjRzceUZt&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-this-is-not-nirmala-sitharaman-with-jayalalithaa-in-vintage-pic-1770310-2021-02-18|0
17|Fact Check: Picture of Greta Thunberg having food in front of poor kids is morphed|Amid the ongoing toolkit case, an image showing Swedish climate activist Greta Thunberg, eating luxuriously in front of poor and starving children has gone viral on social media. The image is being shared with the trending hashtag #AskGretaWhy.|Dheeshma Puzhakkal India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202102/Cover_Pic__2__1200x768.jpeg?6sw3HPt9Brwz6ohTu91XSbQKHNhNTYDO&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-picture-of-greta-thunberg-having-food-in-front-of-poor-kids-is-morphed-1770262-2021-02-17|1
18|Fact Check: Fake West Bengal election schedule circulates on social media|A post circulating on social media claims that the election schedule for West Bengal has been announced. The upcoming assembly elections will be held in seven phases between April 1 and May 17.|Jyoti Dwivedi India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202102/cover_image__1__1200x768.jpeg?svoBDr5XPwe7wwaxNdHNmFuUpU.Rb2Wu&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-fake-west-bengal-election-schedule-circulates-on-social-media-1770180-2021-02-17|1
19|Fact Check: These are not Bajrang Dal members in UP demanding repeal of farm laws|The picture is of a Shiv Sena protest in Maharashtra’s Hingoli district on February 5 against fuel price hike. |Dheeshma Puzhakkal India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202102/Cover_Image_2_1200x768.jpeg?PIh6jvoM86NaF.EnfAp2wzEiOLN6v7t4&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-these-are-not-bajrang-dal-members-in-up-demanding-repeal-of-farm-laws-1770140-2021-02-17|1
20|Fact Check: This story about a treasure trove in Kashmir has an Italian connection|A picture of a broken container lying in mud and filth but filled with gold coins is circulating on social media. The story along with the picture says the coins were discovered by a labourer while digging a canal near Wular lake in Jammu and Kashmir. India Today Anti Fake News War Room (AFWA) has found that the picture is not from India but the Italian town of Como.|Jyoti Dwivedi India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202102/cover_pic_2_1200x768.jpeg?b2Xjqa9BQ9RYrViNVJlcAdMyaaxKx4aY&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-this-story-treasure-trove-kashmir-italian-connection-1769800-2021-02-16|1
21|Fact Check: Image of traffic jam in China shared as German protest against fuel price hike|A picture of a massive traffic jam in China’s Shenzhen city in 2012 has gone viral as German protest against the fuel price hike.|Chayan Kundu India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202102/cover-pic-_1__770_1200x768.jpeg?2oYSa2NXz9xhf28p_JNYG2Zv3N5gqJwA&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-image-of-traffic-jam-in-china-shared-as-german-protest-against-fuel-price-hike-1769538-2021-02-15|1
22|Fact Check: These pictures of farmers’ protest in Berlin are over a year old|Amid the ongoing farmers’ protest in India, a set of three pictures showing several tractors parked on the roads in long lines has gone viral on social media with the claim that these are visuals from a recent farmers’ demonstration in Berlin.|Arjun Deodia India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202102/cover_pic_1200x768.jpeg?.OjK9hZgtYKL_qKtVsypDsb4mC2zBwcz&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-these-pictures-of-farmers-protest-in-berlin-are-over-a-year-old-1769412-2021-02-15|0
23|Fact Check: Bhagat Singh, Sukhdev and Rajguru were not sentenced to death on February 14|"""February 14 is not just Valentine's Day. On this day in 1931, Bhagat Singh, Sukhdev and Rajguru were sentenced to death in Lahore,"" some social media users are claiming."|Chayan Kundu India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202102/cover_pic_3_1200x768.png?dKesUyIQcVWNkpDSBL9cV2L5teyuy6LF&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-bhagat-singh-sukhdev-and-rajguru-were-not-sentenced-to-death-on-february-14-1769186-2021-02-14|1
24|Fact Check: Old images from Turkey shared as damage caused by earthquake in Afghanistan|A set of three images showing people standing amid the debris of a collapsed building is being circulated with claims that these are scenes from the recent earthquake in Afghanistan. India Today Anti Fake News War Room (AFWA) has found that the claim along with the images is misleading.|Dheeshma Puzhakkal India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202102/Pic_2_1200x768.jpeg?CZbvG3RICobex2vNJN33Wdi4ABOFRX4i&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-old-images-from-turkey-shared-damage-caused-earthquake-afghanistan-1769107-2021-02-14|1
25|Fact Check: No, these earthquake destruction scenes are not from Tajikistan  |A day after a strong earthquake jolted Tajikistan in central Asia, two pictures of critically damaged buildings have gone viral on social media. It is being said that the pictures are from Tajikistan, taken after the earthquake struck the country.|Arjun Deodia India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202102/cover_photooo_1200x768.jpeg?Q5Jd.9OOkgSghX.I8B8ABlGeMgVY5gwn&size=770:433|https://www.indiatoday.in//fact-check/story/earthquake-destruction-scenes-not-from-tajikistan-1768970-2021-02-13|1
26|Fact Check: This is not Amulya, the girl who raised ‘Pakistan Zindabad’ slogans in 2020, at the farmers' protest|Amulya Leona Noronha, a journalism student studying in Bengaluru, was arrested on February 20, 2020, when she had stood on a stage and raised “Pakistan zindabad” slogans during a speech.|Dheeshma Puzhakkal India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202102/Cover_Image_1200x768.png?3hhzQ7HRtFj0VQ_oaz5rSJR1XVPjrNuc&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-this-is-not-amulya-the-girl-who-raised-pakistan-zindabad-slogans-in-2020-at-the-farmers-protest-1768604-2021-02-12|1
27|Fact Check: Picture of housing project in Bangladesh shared as Mamata’s scheme for slum dwellers|India Today Anti Fake News War Room (AFWA) has found the claim along with the picture to be misleading.|Arpit Basu India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202102/mamata-story_1200x768.jpeg?2zLAKG8MdkB7UlCQ973poYi8FKSAdFOT&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-picture-of-housing-project-in-bangladesh-shared-as-mamata-s-scheme-for-slum-dwellers-1768375-2021-02-11|0
28|Fact Check: Delhi HC has not ordered release of protesters held during farmers’ agitation|A viral message on social media claims that the Delhi high court has ordered release of all protesters held by Delhi Police during the ongoing farmers’ movement.|Chayan Kundu India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202102/35d951ad-f89a-469a-abce-10ea82_1200x768.jpeg?NfazTbxoYNWPkR94JPIoTKM4PHoXXBB5&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-delhi-hc-has-not-ordered-release-of-protesters-held-during-farmers-agitation-1768005-2021-02-10|1
29|Fact Check: The man who was playing double role of Naseeruddin Shah and Rakesh Tikait on Twitter|"A Twitter handle, ""@naseruddin_shah"", had nearly 60,000 followers before it was first deleted on the evening of January 9, and then put up again. Incidentally, this handle was earlier impersonating farmer leader Rakesh Tikait and tweeting pro-farmer and anti-government posts. Read on to know the truth behind the Twitter account."|Jyoti Dwivedi India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202102/image_1_1200x768.jpeg?m_Bm8ArYxe036zjRshMiBm5zvNKuVjEF&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-man-playing-double-naseeruddin-shah-rakesh-tikait-twitter-1767644-2021-02-10|1
30|Fact Check: Undertaker would rise from the dead after this morphed tweet in support of farmers|A screenshot of a tweet supporting the farmers’ protest, which looks like it was posted from the verified handle of Undertaker, has gone viral on social media. The image shows the wrestler holding a placard saying “LET’S TEAM UP!” India Today Anti Fake News War Room (AFWA) has found that the text in the screenshot is morphed.|Chayan Kundu India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202102/cover_pic__1__1200x768.jpeg?xP5ZoVBVk0dDdqU0rtMv54FP6RLe2YNH&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-undertaker-would-rise-from-the-dead-after-this-morphed-tweet-in-support-of-farmers-1767598-2021-02-09|1
31|Fact Check: NASA has nothing to do with this edited image of the sun’s surface|A stunning picture apparently showing the sun’s dazzling surface is viral on social media with the claim that it was published by the National Aeronautics and Space Administration (NASA).|Jyoti Dwivedi India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202102/cover_image_1200x768.jpeg?trfc0IxNDMbPhqDSN55UFKnpOBElEG7y&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-nasa-has-nothing-to-do-with-this-edited-image-of-the-sun-surface-1767228-2021-02-08|1
32|Fact Check: Was Sharad Pawar slapped in public for his statement on Tendulkar?|A short clip of Sharad Pawar getting slapped by a man in public is circulating on social media after Pawar had asked Tendulkar to “exercise caution while speaking about any other field”.|Chayan Kundu India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202102/cover_pic_2_1200x768.png?ugpKKyfQeMICTqGgMOR3TdzOAmPwNEhs&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-was-sharad-pawar-slapped-in-public-for-his-statement-on-tendulkar-1767175-2021-02-08|1
33|Fact Check: Avalanche video from Nepal shared as Uttarakhand glacier burst| A video of a huge mass of snow sliding down a mountain is being circulated on social media with the claim that it shows the glacier burst in Uttarakhand’s Chamoli on Sunday.|Dheeshma Puzhakkal India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202102/nepal1_1200x768.jpeg?afeg4FULH6RVUe_teSlAvS7ZAI4Dn35Q&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-avalanche-video-from-nepal-shared-as-uttarakhand-glacier-burst-1767146-2021-02-08|1
34|Fact Check: This emotional post about a farmer and his soldier son is misleading|A set of images are going viral on social media with the claim that soon after getting leave, a soldier rushed to Delhi border to meet his father, who has been protesting against the farm laws for 75 days.|Arjun Deodia India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202102/cover_pic_0_1200x768.jpeg?OZkfIkAa1u.gD0mgDaDuoiqLw_XtjTKC&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-this-emotional-post-about-a-farmer-and-his-soldier-son-is-misleading-1766878-2021-02-07|1
35|Fact Check: This video of liquor distribution is not from farmers’ protest|A video has gone viral on social media with the claim that it shows free alcohol distribution among farmers protesting against the three farm laws. AFWA probes the truth.|Dheeshma Puzhakkal India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202102/thumbnail_Cover_Pic_1200x768.jpeg?W1KZl3FLKQB3e4B6WGL3K2sOI7Zu8Iov&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-this-video-of-liquor-distribution-is-not-from-farmers-protest-1766842-2021-02-07|1
36|Fact Check: This viral tweet on ‘Hindu Mukt India’ by Bollywood singer is fake|A screenshot of a communally charged tweet purportedly by Indian playback singer Caralisa Monteiro is viral on social media that declares India will be “Hindu Mukt” soon.|Dheeshma Puzhakkal India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202102/Cover_1200x768.jpeg?_muY8VBtd098CSZUwvCOx2e7Xqy6ABKI&size=770:433|https://www.indiatoday.in//fact-check/story/viral-tweet-on-hindu-mukt-india-by-bollywood-singer-is-fake-1766680-2021-02-06|1
37|Fact Check: Morphed photo shows Congress workers offering cake to Mia Khalifa's poster|"An image showing a group of Congress party workers offering cake to Khalifa's poster is viral on social media. The caption to one such image reads, ""So much enslaved mentality? Height of Appeasement... uff.. the Congi Way ! @INCIndia most effective n anti India ideology!?"" "|Dheeshma Puzhakkal India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202102/cover_1200x768.jpeg?ElS7qGtcwCfvi33WUHKV8t.IelDTvPf4&size=770:433|https://www.indiatoday.in//fact-check/story/morphed-photo-congress-workers-offering-cake-mia-khalifa-poster-1766686-2021-02-06|1
38|Fact Check: List of UP Congress' minority cell members viral with communal twist|A post circulating on social media claims that the Congress party in Uttar Pradesh did not appoint even a single district chairman from the Hindu community.|Arjun Deodia India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202102/Cover_imageeee_1200x768.jpeg?HRCdWgBYPygomwwpi2trRbjM0nGfsLz7&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-list-of-up-congress-minority-cell-members-viral-with-a-communal-twist-1766657-2021-02-06|1
39|Fact Check: Video of Nihang Sikhs attacking bus is not related to farmers’ protest|A video showing a group of Nihang Sikhs arguing with a bus driver and attacking the bus with swords is viral on social media. It is being claimed that it is a scene from the ongoing farmers’ protest.|Dheeshma Puzhakkal India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202102/Cover_Pic_1200x768.jpeg?7qS4Hfau8a2iDTdg9w.RmAGIK0XGgDTM&size=770:433|https://www.indiatoday.in//fact-check/story/video-of-nihang-sikhs-attacking-public-bus-is-not-related-to-farmers-protest-1766429-2021-02-05|1
40|Fact Check: This is not a widowed professor carrying his baby to class|Several Twitter users have shared a collage, claiming that these are pictures of a professor who lost his wife during childbirth and is taking care of his child while taking classes. AFWA probes the truth.|Dheeshma Puzhakkal India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202102/Cover_Image_1_1200x768.jpeg?IwNa5Ibj0ILANTckc.._rQGi9BU0vnZ.&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-this-is-not-a-widowed-professor-carrying-his-baby-to-class-1765933-2021-02-04|1
41|Fact Check: These antique steel-wheeled tractors have no connection with farmers’ protests|Old photos of vintage tractors are being circulated with claims farmers are preparing tractors with steel wheels to overcome nails and spikes installed near protest sites.|Chayan Kundu India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202102/cover-pic_770_1200x768.jpeg?uOzcNhdBVxDucz3oAjDNky1XIHwkEXuJ&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-these-antique-steel-wheeled-tractors-have-no-connection-with-farmers-protests-1765672-2021-02-03|1
42|Fact Check: This article praising PM Modi was not published by ‘The New York Times’ |An article eulogising Prime Minister Narendra Modi, said to be written by the editor-in-chief of “The New York Times”, is being widely circulated on social media. AFWA probes the truth.|Chayan Kundu India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202102/image_1200x768.jpeg?Ze8W.0bsRKwWqSby62v2ulaYPEkfjsC8&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-this-article-praising-pm-modi-was-not-published-by-the-new-york-times-1765308-2021-02-03|1
43|Fact Check: This was not the rush at Borivali station after local trains resumed in Mumbai|A video going viral on social media claims to shows the crowd at Mumbai’s Borivali station on February 1, the day suburban trains resumed for the general public after a 10-month gap. AFWA probes the truth.|Dheeshma Puzhakkal India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202102/Cover_Image_0_1200x768.jpeg?_aXBex8s3HqmVg9JcxJM_ifT9Cvvythn&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-this-was-not-the-rush-at-borivali-station-after-local-trains-resumed-in-mumbai-1765304-2021-02-02|1
44|Fact Check: Viral video of Japan’s lightning-fast electric train is not real|A video of a train ride is being shared on social media along with the claim that the new electric train in Japan is twice as fast as an F-16 fighter aircraft.|Chayan Kundu India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202102/cover_pic_1200x768.png?Yn36fcDgdHKsgzUdSeQryym89lRwu__L&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-viral-video-of-japan-lightning-fast-electric-train-is-not-real-1764990-2021-02-02|1
45|Fact Check: This image of men in police gear and civil clothes is not linked to farmers’ stir|A post circulating on social media claims that a group of men in civil dress, donning helmets and other protective gear usually worn by law enforcement agencies are deployed by Delhi Police at farmers’ protest. India Today Anti Fake News War Room (AFWA) has found the claim to be false.|Dheeshma Puzhakkal India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202102/Cover_Image_1200x768.jpeg?SaepszGFDpwc53XttRL0.mRJXCbYlhea&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-this-image-of-men-in-police-gear-and-civil-clothes-is-not-linked-to-farmers-stir-1764978-2021-02-02|1
46|Fact Check: Pro-Khalistan rally in San Francisco passed off as farmers’ agitation in India|An image of a man holding a placard against the Ram temple has gone viral with the claim that it was taken during the ongoing farmers’ agitation. |Chayan Kundu India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202101/fact_check_1200x768.jpeg?vF7WRKnVPRYCVH3OxrSIaHoKI_3HPJno&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-pro-khalistan-rally-in-san-francisco-passed-off-as-farmers-agitation-in-india-1764565-2021-01-31|1
47|Fact Check: No boyfriend, no entry? These college circulars are too filmy to be true|Posts going viral on social media claim that the SRM Institute of Science and Technology, Chennai, and St. John’s College, Agra, have issued circulars making it mandatory for female students to have a boyfriend.|Jyoti Dwivedi India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202101/image_1_1200x768.png?FPgc8o1plOvIM5ZsGCwFzBwciTb0.AmJ&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-no-boyfriend-no-entry-these-college-circulars-are-too-filmy-to-be-true-1764478-2021-01-31|1
48|Fact Check: No, 200 policemen in Delhi haven't resigned in support of farmers|A post circulating on social media claims that 200 policemen in Delhi have tendered mass resignation in solidarity with the protesting farmers. India Today Anti Fake News War Room (AFWA) has found the claim to be false.|Dheeshma Puzhakkal India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202101/thumbnail_Cover_Picture_1200x768.jpeg?R9XGP7sVUYQm9.n9tOVO9R_GBUoj6WNo&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-no-200-policemen-in-delhi-havent-resigned-in-support-of-farmers-1764456-2021-01-31|1
49|Fact Check: Unrelated image shared as police action against protesting farmers|According to the reports, the picture is from the violence that broke out at the tractor rally on Republic Day. |Dheeshma Puzhakkal India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202101/old_1200x768.jpeg?gCBO8wjUkZGAb53Q0VQ.52Uwcfza84U5&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-unrelated-image-shared-as-police-action-against-protesting-farmers-1764295-2021-01-30|1
50|Fact Check: Video of water tanker hitting women en route farmers' protest has no political connection|A video has gone viral with a claim that in a moment of rage, a BJP official hit some women with a water tanker and ran over them, when they were on their way to participate in the farmers’ protest march in Delhi.|Arpit Basu India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202101/video_fact_check_1200x768.png?8mUZHUmQhXSnB8AjfLaVjRIcFCH42WaA&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-video-of-water-tanker-hitting-women-en-route-farmers-protest-has-no-political-connection-1764205-2021-01-30|1
