Sr.no|title|content|author|image url|news url|label
11|Fact Check: This viral video of Muslims chanting 'Islam Zindabad' is not from Kolkata|"A Bengali song including the words ""Islam Zindabad"" can be heard playing in the background of the viral video."|Chayan Kundu India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202008/Untitled88.jpeg?OKK36gha7HWGqZHkfbesL31SN4WGWVSa&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-this-viral-video-of-muslims-chanting-islam-zindabad-is-not-from-kolkata-1716318-2020-08-28|1
12|Fact Check: No, the man PM Modi is paying homage to is not Nathuram Godse|A photo collage of Prime Minister Narendra Modi went viral on social media with the claim that he was paying respect to Mahatma Gandhi as well as his assassin Nathuram Godse. However, India Today Anti Fake News War Room (AFWA) has found that the claim is false.|Dheeshma Puzhakkal India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202008/modipray_0.jpeg?ww3RMVaI4JAv3UPotbMkSkNJHgVJqFH8&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-no-the-man-pm-modi-paying-homage-nathuram-godse-1716147-2020-08-28|1
13|Fact Check: Zuckerberg never said this about the 'Jai Shri Ram' slogan |"Many social media users are sharing a picture collage of Facebook CEO Mark Zuckerberg and Lord Ram with the claim that he has said: ""Each and every day at least 200 crore ""Jai Shri Ram"" are written on Facebook Let's add a few more thousands here please. Jai Shri Ram Jai Shri Ram Jai Shri Ram!!"" "|Dheeshma Puzhakkal India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202008/MARK_ZUCKERBERG_REUTERS.jpeg?ds6MhHVQEtiuszisteye1xsst8WJjNaz&size=770:433|https://www.indiatoday.in//fact-check/story/zuckerberg-never-said-this-about-the-jai-shri-ram-slogan-1715937-2020-08-28|1
14|Fact Check: Following a hoax about exam dates, CLAT now indeed postponed to September 28|A viral claim on social media says the Common Law Admission Test (CLAT), which is supposed to be held on September 7, has been postponed.|Jyoti Dwivedi India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202008/clat-202055q.jpeg?zl4Mi5a7xgvWa2kI7_5701E6YsE1jNtM&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-amid-jee-neet-row-false-claims-of-clat-postponement-flood-internet-1715923-2020-08-28|1
15|Fact Check: Who was this 'terrorist' captured at a Karnataka bus stand?|A video of a man, his face covered and hands behind his head, kneeling as he is surrounded by policemen pointing guns at him, is viral on social media. It is being claimed that a terrorist was captured at Hubli bus stand in Karnataka and the entire action was captured on camera.|Chayan Kundu India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202008/thumbnail_Hubli_cover_0.png?pe0y5w3Oyu_TnY4pn6fn.3GKLmr2VJqb&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-who-was-this-terrorist-captured-at-a-karnataka-bus-stand-1715897-2020-08-27|1
16|Fact Check: No love jihad angle in acid attack on aspiring model|On social media, a collage of two images — one of a woman, and the other showing her burnt and disfigured face — is going viral, with accompanying claims hinting that she is a Hindu girl who was attacked by her Muslim lover. However, the girl seen in the viral picture is a Muslim, who was attacked by a white man in London in 2017.|Arjun Deodia India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202008/thumbnail_Cover-imagee_0.jpeg?_0Ny1Yy2l.Hx0Rjz3kaUKJ96WIuGNS_e&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-no-love-jihad-angle-in-acid-attack-on-aspiring-model-1715479-2020-08-26|1
17|Fact Check: Unmasking misleading claims around Kamala's US presidential poll campaign|Social media users posted pictures of US presidential nominee Joe Biden and his running mate Kamala Harris suggesting that they did not wear face masks despite Covid-19 guidelines.|Chayan Kundu India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202008/Kamala_Harris_Joe_Biden__Reute.jpeg?CJEDTB94yAC52gY8scCU58MH2GW4epqt&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-unmasking-misleading-claims-around-kamala-s-us-presidential-poll-campaign-1715444-2020-08-26|1
18|Fact Check: Don’t slip over this Rasbhari gossip with a Pak twist|The woman in the photo is an Indian model. Also, no such incident was reported by credible sources from Pakistan.|Dheeshma Puzhakkal India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202008/cover_0_0.jpeg?YBLIbPrlOjg5Fd0Z42WJeuv8vlj7If2l&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-don-t-slip-over-this-rasbhari-gossip-with-a-pak-twist-1715248-2020-08-26|1
19|Fact Check: Netizens warn of asteroid hit a day before US elections|Netizens have raised alarm over another “catastrophe” at the end of the year – this time it’s celestial.|Chayan Kundu India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202008/asteroid_0.jpeg?dbXKa0Qotqr5dch.x_nbaW3gVzxTn0mj&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-netizens-warn-of-asteroid-hit-a-day-before-us-elections-1715198-2020-08-26|1
20|Fact Check: Netizens bake confusion over Tricolour cake, accuse Ankhi Das of insulting India|Two pictures showing a lady cutting a Tricolour cake have gone viral on social media with the claim that Ankhi Das has disrespected the country by such an act.|Arjun Deodia India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202008/Cover-imagee.jpeg?9wPL2fA8.edmEXIVf9YR56NFUU74ZCty&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-netizens-bake-confusion-over-tricolour-cake-accuse-ankhi-das-of-insulting-india-1715016-2020-08-25|1
21|Fact Check: Gurugram flyover comes crashing down on social media with misleading claims|Some social media users have shared the same pictures with the claim that it is from Mumbai or Ahmedabad.|Dheeshma Puzhakkal India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202008/PTI22-08-2020_000178B.jpeg?MV7EE3s3SoBdabDN1L4OcewNWxXgY2H.&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-gurugram-flyover-comes-crashing-down-on-social-media-with-misleading-claims-1714968-2020-08-25|1
22|Fact Check: Did Aamir Khan meet Pakistani terrorists? Here is the truth|A picture of Aamir Khan with two bearded men is doing rounds on social media with the claim that he met Pakistani terrorists during his Hajj visit.|Jyoti Dwivedi India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202008/image_1__1_.jpeg?S505Zt3FjeWHMsOXL48lPFANNJD.cJoC&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-did-aamir-khan-meet-pakistani-terrorists-here-is-the-truth-1714898-2020-08-25|1
23|Fact Check: Video of Bengal violence passed off as Bengaluru riots|A video of violent clashes between a mob and police is circulating on social media with the claim that it is a scene from the riots that took place in Bengaluru on August 11, 2020.|Chayan Kundu India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202008/fcheck_0.jpeg?w0ooqPyQEv3pnLmivoM65CNNvlSjfuwZ&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-know-the-bengal-link-behind-this-viral-bengaluru-riots-video-1714680-2020-08-25|1
24|Fact Check: Is pollution control certificate mandatory for motor insurance claim?|In what reportedly created panic among citizens in the country, a viral claim on social media says that if the validity of a vehicle’s pollution under control (PUC) certificate is expired during the time of an accident, the insurance firms will not cover any damages.|Dheeshma Puzhakkal India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202008/irdai-pti_0.jpeg?wBNVez_FiafUS6vJa5eAZJkbgGb2NYUW&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-did-irdai-make-puc-certificate-mandatory-for-motor-insurance-claims-1714615-2020-08-24|1
25| Fact Check: Conspiracy theory claims Sushant was killed for a corona testing patent|Actor Neeta Mohindra, who played Sushant Singh Rajput's mother in the Dhoni biopic, recently said the late actor had developed an app which could detect Covid-19 infection just through a person's breathing.|Jyoti Dwivedi India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202008/cover_image_1.jpeg?LwH_t.CWCey_DF0pAx8XHeeA0QNNglnw&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-conspiracy-theory-claims-sushant-was-killed-for-a-corona-testing-patent-1714587-2020-08-24|1
26|Fact Check: How a fight between two Hindu groups in Hyderabad took a communal spin on social media|A video of a group of men from Hyderabad squabbling next to a Ganesha idol went viral on the internet. The video claims that it showed how Hindus were prevented from installing a Ganesh idol by anti-Hindu goons.|Dheeshma Puzhakkal India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202008/Annotation_2020-08-23_203814.jpeg?IiEkEsZcmlUlVM8qHVAFkN7P_l5oo9et&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-how-a-fight-between-two-hindu-groups-in-hyderabad-took-a-communal-spin-on-social-media-1714257-2020-08-23|1
27|Fact Check: Sushant's death gets a Dawood link on social media |On Facebook, a picture of Padukone, her husband and actor Ranveer Singh, and Rajput's friend and filmmaker Sandip Ssingh -- late actor Sushant Singh Rajput's friend -- along with two other men, is going viral. The group is seen sitting around a table full of food items. Netizens claim one of the men is fugitive underworld don Dawood Ibrahim.|Arjun Deodia India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202008/Cover_pic.jpeg?_IkclxQrafw8_0RHjJTBNA_1ekTqoiL8&size=770:433|https://www.indiatoday.in//fact-check/story/sushant-death-gets-dawood-link-on-social-media-1713950-2020-08-22|1
28|Fact Check: Created in 1962, did this illustration predict the pandemic in 2020?|People are looking at the illustration as the artist's premonition drawn 58 years ago on social distancing measures required during the Covid-19 pandemic.|Chayan Kundu India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202008/covid_painting_cover.png?RpWLAVQ_yewDQWkU3vhbKeTgm4PUHX4U&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-created-in-1962-did-this-illustration-predict-the-pandemic-in-2020-1713821-2020-08-22|1
29|Fact Check: Image of sewage-filled dug up road from Delhi goes viral as that from Varanasi|Varanasi was found to be the cleanest among cities along the river Ganges in the Sanitation Ranking list of the Swachh Survekshan 2020 held in over 4,000 cities and towns in the country. However, an image of a road dug up and filled with sewage water is viral on social media with the claim that it is from Varanasi.|Dheeshma Puzhakkal India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202008/PTI04-07-2020_000165A.jpeg?GiCBO29L3V62bi3iLfE8qBGBkGJcg5qP&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-sewage-filled-dug-up-road-questions-cleanliness-in-pm-modi-s-varanasi-1713780-2020-08-21|1
30|Fact Check: VFX video created by Russian artist wrongly circulated as protest scene in Belarus|India Today Anti Fake News War Room (AFWA) has found that the video is not real. It is a computer graphics made using visual effects software.|Dheeshma Puzhakkal India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202008/Featured_image_2_0.jpeg?v9wRkNqvFvUIdMjaTCizkE1COJ3b8hwU&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-vfx-video-created-by-russian-artist-wrongly-circulated-as-protest-scene-in-belarus-1713564-2020-08-21|1
31|Fact Check: Mt Fuji lights up on Internet with digital fireworks and an Olympic twist|An old video showing colourful and beautifully synchronised fireworks in Tokyo is going viral with a claim that Japan was forced to use the fireworks it bought for the Olympics after the event was postponed.|Jyoti Dwivedi India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202008/cover_pic.jpeg?qDozPpaQ0T3loOrtvjTvaNesClL9A8Qq&size=770:433|https://www.indiatoday.in//fact-check/story/mt-fuji-lights-up-on-internet-with-digital-fireworks-and-an-olympic-twist-1713354-2020-08-20|1
32|Fact Check: Here's truth behind viral story of incestuous marriage between son and his mother|Photos of a couple had gone viral on social media with claims of an incest story about a mother and son duo who purportedly got married to each other. India Today Anti-Fake News War Room (AFWA) found the couple to be the latest victim of online bullying and harassment.|Chayan Kundu India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202008/fake-couple-cover-pic.jpeg?aMEyVJvvN1Tw0YNb.HMGDD3cU.RL9GCv&size=770:433|https://www.indiatoday.in//fact-check/story/here-truth-behind-viral-story-incestuous-marriage-son-mother-1713007-2020-08-19|1
33|Fact Check: Did BJP MP from Kerala conduct his mother's funeral without revealing she died of Covid-19?|Netizens are sharing local media reports from Kerala which claims that BJP MP and former Union Minister Alphons Kannanthanam allegedly sent his mother's dead body from Delhi to Kerala for the funeral without revealing she died of Covid-19.|Dheeshma Puzhakkal India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202008/representative-picture_0.jpeg?gts452MqKO759bNRZ67O.2_xtMsNIkqf&size=770:433|https://www.indiatoday.in//fact-check/story/bjp-mp-kerala-coronavirus-mother-funeral-fact-check-1712828-2020-08-19|1
34|Fact Check: Old image from Bangladesh falsely circulated as that depicting miserable life in Indian slums|A photograph showing children living inside four-ft diameter sewage pipes is viral on social media with the claim that it is a scene that shows the deplorable living conditions of Indian children in a slum. Netizens are criticising the viral photograph along with the government for its lack of focus on homeless children.|Dheeshma Puzhakkal India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202008/Featured_image_1_0.jpeg?RPV.SlYQaCfz6zFJxiDSaRNHp.ycsf87&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-old-image-from-bangladesh-falsely-circulated-as-that-depicting-miserable-life-in-indian-slums-1712697-2020-08-19|1
35|Fact Check: Has Russia gifted 1 million doses of Covid vaccine to Pakistan?|As per the Russian website created for updates on the Covid vaccine, “Spuknik V”, the mass production of the vaccine is expected to start in September 2020.|Chayan Kundu India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202008/russadossier_.jpeg?V2K34HygUy7QnRBc5nmB0rg8YJRClRPR&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-has-russia-gifted-1-million-doses-of-covid-vaccine-to-pakistan-1712655-2020-08-18|1
36|Fact Check: Did Kashmir witness stone-pelting like this viral post claims?|A picture of what appears to be of a clash between security forces and protesters has gone viral on social media with the claim that stone-pelting started in Kreeri after the killing of three militants in the Baramulla encounter on Monday.|Arjun Deodia India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202008/cover_picc.jpeg?5RXMNqbZuz18syTycc5XsBqJtOb0.Z3T&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-did-kashmir-witness-stone-pelting-like-this-viral-post-claims-1712622-2020-08-18|0
37|Fact Check: Israel may still be pounding bombs over Gaza, but this massive blast is not recent|India Today Anti Fake News War Room found that the claim that is being made in the viral picture is untrue. Though Israel has been conducting airstrikes on Gaza recently, the viral picture being shared in this context is one-year-old and not of the recent airstrikes.|Jyoti Dwivedi India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202008/image_1_1.jpeg?wikYSP5DpQmihPCv9dJlfUI.eSTTEvHO&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-more-than-one-year-old-picture-shared-as-recent-gaza-strip-bombing-by-israel-1712535-2020-08-18|0
38|Fact Check: Did National Security Advisor use Egyptian national flag in his I-Day wish to India?|A screenshot of an Independence Day message with an Egyptian national flag purportedly posted on the Facebook page of NSA Ajit Doval is being circulated on social media.|Dheeshma Puzhakkal India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202008/ajit_doval_getty_0.jpeg?9jtQdGZdsEPwZriQMcOrNe_vuVn48Vwy&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-did-national-security-adviser-use-egyptian-national-flag-in-his-i-day-wish-to-india-1712252-2020-08-17|1
39|Fact Check: Netizens fall prey to British PM Boris Johnson's imposter account offering apology for colonial rule in India|"The viral tweet by a fake account of Boris Johnson says, ""I am sorry for what Britain did to India 74 years ago, so I want to apologize to Indians. Happy Independence Day to Incredible India."""|Jyoti Dwivedi India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202008/image_1_0_0.jpeg?IcuHxqQDKVP09wPOXuhVsj9b6fnMx4Sd&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-no-british-pm-boris-johnson-did-not-apologise-for-what-britain-did-to-india-74-years-ago-1712211-2020-08-17|1
40|Fact Check: This is not King of Bahrain arriving in Dubai with his automaton bodyguard|India Today Anti Fake News War Room (AFWA) has found the claim is misleading. The man in the video is not the King of Bahrain and the robot is not his bodyguard.|Dheeshma Puzhakkal India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202008/bahrain_fact_check.png?PvJ_hI14mxLl3qFcbjLiKvuuOAwpqHJy&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-not-king-bahrain-in-dubai-automaton-bodyguard-1712063-2020-08-17|1
41|Fact Check: Did Burj Khalifa light up with Israeli flag after the historic pact with UAE?|After the landmark accord between the UAE and Israel, an image of Burj Khalifa in Dubai has gone viral with the claim that the world's tallest building lit up in the colours of the Israeli flag.|Chayan Kundu India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202008/burjkhalifa_cover.png?o96jgfSyOAVx0jgIXZ.kJUa7PYIlLzyf&size=770:433|https://www.indiatoday.in//fact-check/story/did-burj-khalifa-light-up-with-israeli-flag-after-historic-pact-with-uae-1711885-2020-08-16|1
42|Fact Check: This is not an RSS man held for waving Pakistani flag in burqa |A video of a man removing his burqa in front of policemen has gone viral on social media with the claim that he is an RSS man who was caught waving the Pakistani flag in a burqa to defame Muslims. |Arjun Deodia India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202008/thumbnail_cover_pic.jpeg?G.FnDwfpy_EuAzJubRpi8NSk4.Jcq.pS&size=770:433|https://www.indiatoday.in//fact-check/story/this-is-not-an-rss-man-held-for-waving-pakistani-flag-in-burqa-1711853-2020-08-16|1
43|Fact Check: US Army band playing Indian National Anthem goes viral with misleading claims|India celebrated its 74th Independence Day on August 15, 2020. Amid the muted celebrations across the country, a video of an American Army band purportedly playing 'Jana Gana Mana' on August 15, 2020, as a display of honour to India is viral on social media.|Dheeshma Puzhakkal India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202008/US_army_band.png?AMGnw1BwPm3rjwndJ0ZvOoa3Iknv2sdi&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-us-army-band-playing-indian-national-anthem-goes-viral-with-misleading-claims-1711789-2020-08-16|0
44|Fact Check: Viral image showing Tricolour unfurled at Srinagar’s Lal Chowk at I-Day 2020 is morphed|An image of Srinagar’s nerve centre, Lal Chowk is viral on social media with the Indian national flag flying atop its clock tower. India Today's AFWA finds the truth.|Dheeshma Puzhakkal India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202008/Image_2.jpeg?5ALWcUevoooU_GyN9uYPzubO6bVVgHj_&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-viral-image-showing-tricolour-unfurled-at-srinagar-s-lal-chowk-at-i-day-2020-is-morphed-1711574-2020-08-15|1
45|Fact Check: Image from Nepal falsely circulated as Uttarakhand children going to school using wire bridge|An image of a group of school kids swinging a cable bridge on their own to reach school is circulating online with the claim that it is from the state of Uttarakhand.|Dheeshma Puzhakkal India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202008/Image_1_2_0.jpeg?wFzDrJFJ6Pe9rD5krA5uvUOsrFmyC.H.&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-image-from-nepal-falsely-circulated-as-uttarakhand-children-going-to-school-using-wire-bridge-1711447-2020-08-15|1
46|Fact Check: Truth behind the image of Jesus inside sanctum sanctorum of a Ganapathy temple in Karnataka|An image with the photo of Jesus inside the sanctum sanctorum of a Ganapathy temple in Chamarajanagar is viral on the internet with the claim that the district SP, who is from the Christian faith pressured the priest to place the photo of Jesus inside the temple. The viral image also shows SP Divya Sara Thomas worshipping in front of the sanctum sanctorum. |Dheeshma Puzhakkal India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202008/Image_1__1_.png?t21nWfU9sT0PG.sqpCtP76387hIZwKPc&size=770:433|https://www.indiatoday.in//fact-check/story/truth-behind-the-image-of-jesus-inside-sanctum-sanctorum-of-a-ganapathy-temple-in-karnataka-1711228-2020-08-14|1
47|Fact check: This is not Bhagat Singh getting flogged in the viral image|The man seen in the picture getting flogged was not freedom fighter Bhagat Singh. This picture was taken at Kasur railway station (now in Pakistan) around 1919. Singh was only 12 then and was studying at D.A.V school in Lahore.|Chayan Kundu India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202008/WhatsApp_Image_2020-08-15_at_1_0.jpeg?uxHeFZrICeo2dJbcsF8KbnUCebXH9Kx1&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-not-bhagat-singh-flogged-viral-image-1711037-2020-08-14|1
48|Fact Check: Image from 2016 Cauvery riots falsely circulated as that from recent Bengaluru violence|The image of a truck set on fire is from the 2016 Cauvery riots in Bengaluru and has nothing to do with August 11 violence in the Pulikeshi Nagar area of the city.|Dheeshma Puzhakkal India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202008/Image_1_0.png?tOU0JTKJ7oxT5OTiY5OBhjkKTjjQpI86&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-image-2016-cauvery-riots-falsely-circulated-bengaluru-violence-1711030-2020-08-14|0
49|Fact Check: Temple showcasing unity among religions faces social media fury|India Today Anti Fake News War Room (AFWA) has found that the picture is indeed of a Ganesh temple in Bengaluru’s Thyagaraja Nagar, but its gopuram has had the Jesus Christ idol for over 40 years. A gopuram is the entrance tower to a Hindu temple.|Jyoti Dwivedi India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202008/cover_image_0.jpeg?OmhYIa1pOLvwrHKXKlAIfg2_h4nfkfTb&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-temple-showcasing-unity-among-religions-faces-social-media-fury-1710899-2020-08-13|0
50|Fact Check: Is the Russian Covid-19 vaccine a syringe full of hot air?|Russia's Covid vaccine‘Sputnik V’ has been named after the world’s first satellite but it has failed to establish itself firmly in the orbit of scientific Illuminati.|Balkrishna India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202008/AP11-08-2020_000139A.jpeg?d_wfiSBpVLJfTW9NTosaE6F0GDp4YDlx&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-is-the-russian-covid-19-vaccine-a-syringe-full-of-hot-air-1710538-2020-08-12|0
51|Fact Check: New Zealand PM’s temple visit goes viral with misleading claim|Viral posts on social media are claiming New Zealand Prime Minister Jacinda Ardern visited a Hindu temple after declaring her country free of coronavirus.|Chayan Kundu India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202008/EfHmkMPU4AQXw4S.jpeg?SdFSldHMb6rbrbyjUPoHym1e14kTb.gg&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-new-zealand-pm-s-temple-visit-goes-viral-with-misleading-claim-1710216-2020-08-11|0
